time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2001-10-31T07:56:16.630Z,33.5083333,-116.5143333,13.678,5.02,mw,78,18.2,0.07467,0.26,ci,ci9718013,2017-02-09T04:14:13.567Z,"16km ESE of Anza, CA",earthquake,0.26,0.34,,6,reviewed,ci,ci
2001-07-17T12:07:26.100Z,36.0163333,-117.8743333,1.864,5.17,mw,39,37,,0.18,ci,ci9674049,2017-02-09T03:48:32.197Z,"7km ESE of Coso Junction, CA",earthquake,0.35,0.48,,6,reviewed,ci,ci
1999-10-16T12:57:21.060Z,34.4415,-116.2525,0.838,5.37,mw,33,64,,0.13,ci,ci3320736,2017-04-26T17:56:25.200Z,"32km SSW of Ludlow, California",earthquake,0.36,0.96,,6,reviewed,ci,ci
1999-10-16T09:59:38.000Z,34.24,-117.04,6,5.6,mb,,,,,ci,ci10180015,2017-02-08T15:24:10.483Z,"7km ENE of Running Springs, CA",earthquake,,,,0,reviewed,ci,ci
1999-10-16T09:59:35.390Z,34.6781667,-116.2895,13.906,5.77,ml,60,76,,0.35,ci,ci3320848,2017-04-26T17:56:24.624Z,"13km WSW of Ludlow, CA",earthquake,0.56,1.72,,270,reviewed,ci,ci
1999-10-16T09:46:44.460Z,34.6033333,-116.265,13.73,7.1,mw,73,57,,0.31,ci,ci9108652,2017-04-26T17:56:24.046Z,"16km SW of Ludlow, CA",earthquake,0.35,31.61,,0,reviewed,ci,ci
1999-08-01T16:11:22.030Z,37.421,-117.004,4.208,5.05,ml,0,257.3,,0.419,ci,ci3319188,2016-02-15T23:29:39.080Z,"61km NNW of Beatty, Nevada",earthquake,,,,90,reviewed,ci,ci
1999-08-01T16:06:20.870Z,37.53,-116.968,6.037,5.94,ml,0,246.6,,0.446,ci,ci9098566,2016-11-09T23:07:38.088Z,"64km SSE of Tonopah, Nevada",earthquake,,,,150,reviewed,ci,ci
1999-05-15T13:22:10.660Z,37.5296667,-118.8171667,2.934,5.5,mw,31,112,0.05495,0.04,nc,nc21014765,2017-04-13T22:11:41.105Z,"Central California",earthquake,0.25,0.51,,6,reviewed,nc,nc
1998-08-12T14:10:25.140Z,36.7545,-121.4615,8.822,5.1,mw,83,35,0.03784,0.19,nc,nc30190473,2017-04-26T17:54:55.602Z,"Central California",earthquake,0.24,0.54,,5,reviewed,nc,nc
1998-03-07T00:36:46.840Z,36.076,-117.618,0.234,5.04,ml,0,83.8,,0.193,ci,ci9045109,2016-02-12T06:51:35.717Z,"30km E of Coso Junction, California",earthquake,,0.222,,100,reviewed,ci,ci
1998-03-06T05:47:40.340Z,36.067,-117.638,0.334,5.23,ml,0,87,,0.176,ci,ci9044494,2016-11-09T22:01:33.992Z,"28km E of Coso Junction, California",earthquake,,0.219,,100,reviewed,ci,ci
1997-04-26T10:37:30.670Z,34.369,-118.67,15.892,5.07,ml,0,19.1,,0.269,ci,ci9008753,2016-02-12T19:17:44.098Z,"12km ESE of Piru, California",earthquake,,0.147,,100,reviewed,ci,ci
1997-03-18T15:24:47.720Z,34.971,-116.819,0.621,5.26,ml,0,37.9,,0.268,ci,ci7062511,2016-02-12T06:30:18.018Z,"20km ENE of Barstow, California",earthquake,,0.725,,80,reviewed,ci,ci
1996-11-27T20:17:24.110Z,36.075,-117.65,-0.02,5.3,mw,0,167.7,,0.198,ci,ci7050470,2016-11-10T00:04:31.311Z,"27km E of Coso Junction, California",earthquake,,0.272,,0,reviewed,ci,ci
1996-01-07T14:32:53.020Z,35.761,-117.646,3.236,5.17,ml,0,87.9,,0.184,ci,ci3248846,2016-02-12T18:42:25.298Z,"16km N of Ridgecrest, California",earthquake,,0.132,,78,reviewed,ci,ci
1995-09-20T23:27:36.270Z,35.761,-117.638,4.688,5.75,ml,0,88.2,,0.195,ci,ci3231786,2017-06-01T16:23:56.609Z,"16km NNE of Ridgecrest, California",earthquake,,0.469,,37,reviewed,ci,ci
1995-08-17T22:39:58.100Z,35.776,-117.662,4.784,5.36,ml,0,66.5,,0.166,ci,ci3225143,2016-11-09T23:16:18.139Z,"17km N of Ridgecrest, California",earthquake,,1.116,,68,reviewed,ci,ci
1995-06-26T08:40:28.940Z,34.394,-118.669,12.76,5.02,ml,0,17.7,,0.285,ci,ci3217586,2016-02-13T04:24:33.495Z,"11km SW of Valencia, California",earthquake,,0.107,,59,reviewed,ci,ci
1994-03-20T21:20:12.260Z,34.231,-118.475,12.442,5.24,ml,0,27,,0.332,ci,ci3159411,2016-11-09T22:07:22.255Z,"3km WNW of Panorama City, California",earthquake,,0.134,,40,reviewed,ci,ci
1994-01-29T11:20:35.970Z,34.306,-118.579,0.607,5.06,ml,0,22.4,,0.339,ci,ci3147406,2016-02-12T14:53:30.392Z,"6km NNE of Chatsworth, California",earthquake,,0.149,,20,reviewed,ci,ci
1994-01-19T21:11:44.900Z,34.378,-118.619,10.83,5.07,ml,0,43.5,,0.352,ci,ci3142597,2016-02-12T12:08:07.288Z,"10km SSW of Valencia, California",earthquake,,0.524,,18,reviewed,ci,ci
1994-01-19T21:09:28.610Z,34.379,-118.712,13.797,5.06,ml,0,41.5,,0.539,ci,ci3142595,2016-02-13T08:36:11.800Z,"8km ESE of Piru, California",earthquake,,0.188,,51,reviewed,ci,ci
1994-01-18T00:43:08.890Z,34.377,-118.698,10.709,5.24,ml,0,45.5,,0.311,ci,ci3141286,2017-04-26T17:48:35.096Z,"10km ESE of Piru, California",earthquake,,0.534,,8,reviewed,ci,ci
1994-01-17T23:33:30.690Z,34.326,-118.698,9.083,5.58,ml,0,23.9,,0.317,ci,ci3141273,2017-05-10T20:34:13.501Z,"7km NNE of Simi Valley, California",earthquake,,0.84,,28,reviewed,ci,ci
1994-01-17T12:40:36.120Z,34.34,-118.614,5.395,5.2,ml,0,179.8,0.2682,0.373,ci,ci3144694,2016-02-11T18:26:34.251Z,"9km N of Chatsworth, California",earthquake,,,,21,reviewed,ci,ci
1994-01-17T12:31:58.120Z,34.275,-118.493,5.317,5.89,ml,0,142.2,0.2557,0.494,ci,ci3149646,2016-02-12T12:06:08.216Z,"1km ENE of Granada Hills, California",earthquake,,,,4,reviewed,ci,ci
1994-01-17T12:30:55.390Z,34.213,-118.537,18.202,6.7,mw,0,29.7,,0.31,ci,ci3144585,2018-02-15T17:40:30.169Z,"1km NNW of Reseda, CA",earthquake,,0.403,,0,reviewed,ci,ci
1993-08-21T01:46:38.400Z,34.029,-116.321,8.245,5,ml,0,43.1,,0.23,ci,ci3118441,2016-02-10T02:50:36.885Z,"12km S of Joshua Tree, California",earthquake,,0.49,,52,reviewed,ci,ci
1993-05-28T04:47:40.600Z,35.149,-119.104,20.612,5.19,ml,0,36.9,,0.288,ci,ci3107503,2016-02-10T20:19:33.759Z,"21km SW of Lamont, California",earthquake,,0.34,,51,reviewed,ci,ci
1993-05-17T23:20:50.250Z,37.165,-117.774,3.599,6.1,mw,0,170.4,,0.344,ci,ci3105173,2017-04-13T22:05:30.624Z,"46km E of Big Pine, California",earthquake,,,,0,reviewed,ci,ci
1992-12-04T02:08:57.500Z,34.369,-116.898,1.325,5.26,ml,0,31.8,,0.222,ci,ci3081404,2016-11-10T00:07:24.741Z,"10km SE of Lucerne Valley, California",earthquake,,0.182,,35,reviewed,ci,ci
1992-11-27T16:00:57.490Z,34.34,-116.9,-0.402,5.29,ml,0,28.1,,0.211,ci,ci3079915,2017-04-26T17:47:19.571Z,"10km NNW of Big Bear City, California",earthquake,,0.257,,22,reviewed,ci,ci
1992-09-15T08:47:11.300Z,34.064,-116.361,7.177,5.26,ml,0,38.4,,0.229,ci,ci3062563,2016-11-09T23:29:42.998Z,"9km SE of Yucca Valley, California",earthquake,,0.619,,25,reviewed,ci,ci
1992-08-17T20:41:52.120Z,34.195,-116.863,9.44,5.23,ml,0,25,,0.176,ci,ci3055028,2016-02-10T18:58:34.748Z,"7km SE of Big Bear Lake, California",earthquake,,0.259,,23,reviewed,ci,ci
1992-07-11T18:14:16.160Z,35.21,-118.067,9.564,5.67,ml,0,28.2,,0.178,ci,ci3041390,2017-04-26T17:46:53.330Z,"12km NW of California City, California",earthquake,,0.578,,15,reviewed,ci,ci
1992-07-05T21:18:27.600Z,34.583,-116.322,4.922,5.42,ml,0,71.6,,0.296,ci,ci3035348,2016-02-10T14:41:36.156Z,"21km SW of Ludlow, California",earthquake,,,,21,reviewed,ci,ci
1992-07-01T07:40:29.900Z,34.33,-116.464,5.091,5.34,ml,0,109.4,,0.22,ci,ci3032643,2016-02-10T11:08:59.779Z,"24km N of Yucca Valley, California",earthquake,,,,20,reviewed,ci,ci
1992-06-29T14:13:38.770Z,34.1045,-116.39,11.191,5.08,mc,99,71,,0.45,ci,ci3031615,2016-11-09T22:52:24.389Z,"4km ESE of Yucca Valley, CA",earthquake,0.76,0.95,,94,reviewed,ci,ci
1992-06-29T14:08:37.730Z,34.105,-116.403,9.649,5.69,ml,0,89.3,,0.272,ci,ci3031935,2018-02-15T18:24:07.376Z,"3km ESE of Yucca Valley, California",earthquake,,0.801,,12,reviewed,ci,ci
1992-06-29T10:14:23.180Z,36.698,-116.289,9.07,5.4,ms,21,277,,1.67,ci,ci3031537,2018-01-11T20:01:40.807Z,"48km ESE of Beatty, NV",earthquake,99,31.61,,0,reviewed,ci,ci
1992-06-28T17:05:57.560Z,34.255,-116.912,6.553,5.26,ml,0,36.7,,0.222,ci,ci3031157,2016-02-10T07:27:06.031Z,"1km N of Big Bear Lake, California",earthquake,,1.118,,11,reviewed,ci,ci
1992-06-28T15:05:30.730Z,34.203,-116.827,3.634,6.3,mw,0,95.4,,0.226,ci,ci3031425,2018-01-11T19:56:58.917Z,"7km SSE of Big Bear City, CA",earthquake,,91.295,,0,reviewed,ci,ci
1992-06-28T14:43:21.850Z,34.162,-116.852,9.615,5.53,ml,0,70.9,,0.146,ci,ci2057008,2017-04-13T22:04:39.556Z,"11km SSE of Big Bear Lake, California",earthquake,,2.031,,11,reviewed,ci,ci
1992-06-28T12:40:53.570Z,34.3411667,-116.5106667,4.388,5.41,ml,23,219,,0.44,ci,ci2056980,2016-04-02T05:35:46.705Z,"26km NNW of Yucca Valley, CA",earthquake,2.66,31.61,,6,reviewed,ci,ci
1992-06-28T12:36:40.770Z,34.115,-116.4263333,7.502,5.49,ml,30,176,,0.41,ci,ci2056979,2016-04-02T08:46:00.545Z,"0km E of Yucca Valley, CA",earthquake,1.46,1.85,,11,reviewed,ci,ci
1992-06-28T12:02:31.080Z,34.1031667,-116.4246667,5.586,5,mh,3,285,0.1692,0.4,ci,ci12178455,2016-02-10T18:01:58.992Z,"1km SSE of Yucca Valley, California",earthquake,5.95,31.61,,0,reviewed,ci,ci
1992-06-28T12:02:16.960Z,34.0605,-116.4726667,5.378,5,mh,3,279,0.1441,0.14,ci,ci12178451,2016-02-10T03:55:02.486Z,"7km SSW of Yucca Valley, California",earthquake,2.4,31.61,,0,reviewed,ci,ci
1992-06-28T12:01:16.190Z,34.12,-116.323,5.706,5.7,ml,0,251.6,,0.224,ci,ci3043630,2016-02-10T00:17:57.350Z,"2km SSW of Joshua Tree, California",earthquake,,,,9,reviewed,ci,ci
1992-06-28T12:00:45.000Z,34.131,-116.408,-1.1,5.77,ml,0,158.7,,0.194,ci,ci3043549,2016-02-09T20:35:36.058Z,"3km NE of Yucca Valley, California",earthquake,,2.73,,11,reviewed,ci,ci
1992-06-28T11:57:34.130Z,34.2,-116.437,-0.097,7.3,mw,0,43.4,,0.194,ci,ci3031111,2019-10-18T03:09:09.708Z,"Landers, California Earthquake",earthquake,,0.31,,0,reviewed,ci,ci
1992-04-23T04:50:23.230Z,33.96,-116.317,11.629,6.1,mw,0,63.1,,0.256,ci,ci3019681,2017-04-26T17:46:33.037Z,"17km NNE of Thousand Palms, California",earthquake,,0.216,,0,reviewed,ci,ci
1992-03-26T16:30:00.580Z,37.2723333,-116.3598333,0.01,5.12,ml,126,238,,0.41,ci,ci2045731,2016-04-02T08:38:56.423Z,"53km NE of Beatty, NV",nuclear explosion,99,31.61,0.083,9,reviewed,ci,ci
1991-09-17T21:10:29.020Z,35.8103333,-121.3348333,9.184,5.2,ml,61,167,0.04054,0.09,nc,nc231726,2016-12-18T17:05:37.390Z,"Central California",earthquake,0.22,0.4,,0,reviewed,nc,nc
1991-06-28T14:43:54.660Z,34.27,-117.993,8.049,5.8,mw,0,14.3,,0.264,ci,ci2021449,2017-12-01T14:59:23.337Z,"13km NNE of Sierra Madre, CA",earthquake,,0.304,,0,reviewed,ci,ci
1991-04-16T15:30:00.690Z,37.2453333,-116.4416667,0.01,5.06,ml,122,237,,0.4,ci,ci2016705,2016-04-02T12:05:23.214Z,"46km NE of Beatty, NV",nuclear explosion,99,31.61,0.123,8,reviewed,ci,ci
1991-04-04T19:00:00.780Z,37.2961667,-116.3128333,0.01,5.13,ml,69,271,,0.24,ci,ci2015859,2016-04-01T23:08:58.232Z,"58km NE of Beatty, NV",nuclear explosion,99,31.61,0.089,6,reviewed,ci,ci
1990-11-14T19:17:00.670Z,37.2273333,-116.3711667,0.01,5.02,ml,107,239,,0.39,ci,ci2007484,2016-04-01T23:15:52.136Z,"49km NE of Beatty, NV",nuclear explosion,99,31.61,0.223,14,reviewed,ci,ci
1990-10-24T06:15:19.950Z,38.0618333,-119.1191667,10.903,5.8,ml,124,173,0.3577,0.13,nc,nc20092556,2016-12-17T19:27:41.830Z,"Central California",earthquake,0.23,0.32,,0,reviewed,nc,nc
1990-06-13T16:00:00.700Z,37.2616667,-116.4201667,0.01,5.08,ml,160,237,,0.43,ci,ci2000285,2016-04-02T02:32:53.068Z,"49km NE of Beatty, NV",nuclear explosion,99,31.61,0.201,8,reviewed,ci,ci
1990-04-18T15:46:03.450Z,36.9588333,-121.6845,6.641,5.1,ml,87,28,0.00991,0.09,nc,nc20091155,2016-12-17T05:06:53.470Z,"Northern California",earthquake,0.14,0.28,,0,reviewed,nc,nc
1990-04-18T13:53:51.300Z,36.9323333,-121.6568333,5.488,5.4,ml,100,36,0.004505,0.11,nc,nc20091154,2016-12-17T05:03:49.270Z,"Northern California",earthquake,0.16,0.29,,0,reviewed,nc,nc
1990-02-28T23:43:36.750Z,34.144,-117.697,3.292,5.51,ml,0,30.9,,0.27,ci,ci1053635,2017-05-10T19:15:42.595Z,"6km NNE of Claremont, CA",earthquake,,0.155,,14,reviewed,ci,ci
1989-10-31T15:30:00.820Z,37.2631667,-116.4906667,0.01,5.08,ml,126,236,,0.4,ci,ci1044963,2016-04-02T18:30:19.105Z,"46km NNE of Beatty, NV",nuclear explosion,99,31.61,0.169,10,reviewed,ci,ci
1989-10-18T00:41:23.770Z,37.1901667,-122.052,15.306,5.1,ml,50,57,0.03063,0.09,nc,nc10090725,2018-06-04T20:43:45.000Z,"Northern California",earthquake,0.16,0.53,,4,reviewed,nc,nc
1989-10-18T00:04:15.190Z,37.0361667,-121.8798333,17.214,6.9,mh,84,89,0.008108,0.08,nc,nc216859,2019-11-01T07:59:39.549Z,"Loma Prieta, California Earthquake",earthquake,0.21,0.31,,0,reviewed,nc,nc
1989-08-08T08:13:27.390Z,37.1481667,-121.9268333,13.409,5.4,ml,92,51,0.02162,0.09,nc,nc10089897,2018-06-04T20:43:45.000Z,"Northern California",earthquake,0.16,0.34,,6,reviewed,nc,nc
1989-06-22T21:15:00.700Z,37.2828333,-116.4123333,0.01,5.03,ml,99,239,,0.36,ci,ci1032978,2016-04-02T08:57:09.106Z,"51km NE of Beatty, NV",nuclear explosion,99,31.61,0.158,11,reviewed,ci,ci
1988-12-16T05:53:04.100Z,33.979,-116.681,6.894,5.03,ml,0,24.5,,0.109,ci,ci651401,2018-06-04T20:43:45.000Z,"12km SW of Morongo Valley, CA",earthquake,,0.02,,13,reviewed,ci,ci
1988-12-03T11:38:26.450Z,34.151,-118.13,13.719,5.02,ml,0,21.2,,0.318,ci,ci650799,2018-06-04T20:43:45.000Z,"1km SSE of Pasadena, CA",earthquake,,0.091,,11,reviewed,ci,ci
1988-10-13T14:00:00.200Z,37.089,-116.0493333,0.01,5.34,ml,122,165,,0.38,ci,ci1011122,2016-04-02T18:30:37.298Z,"66km ENE of Beatty, NV",nuclear explosion,96.02,31.61,0.147,10,reviewed,ci,ci
1988-08-17T17:00:00.680Z,37.2971667,-116.3065,0.01,5.17,ml,120,240,,0.42,ci,ci1007657,2016-02-04T05:34:57.020Z,"59km NE of Beatty, NV",nuclear explosion,99,31.61,0.097,9,reviewed,ci,ci
1988-07-07T15:05:30.520Z,37.2523333,-116.3766667,0.01,5.23,ml,135,237,,0.46,ci,ci642635,2016-04-02T02:33:56.621Z,"51km NE of Beatty, NV",nuclear explosion,99,31.61,0.139,10,reviewed,ci,ci
1988-06-27T18:43:22.330Z,37.1283333,-121.895,12.634,5.3,ml,91,45,0.04775,0.09,nc,nc10139668,2018-06-04T20:43:45.000Z,"Northern California",earthquake,0.16,0.36,,4,reviewed,nc,nc
1988-06-13T01:45:36.530Z,37.3926667,-121.7415,9.087,5.3,ml,98,29,0.03604,0.06,nc,nc10087352,2018-06-04T20:43:45.000Z,"San Francisco Bay area, California",earthquake,0.11,0.37,,5,reviewed,nc,nc
1988-06-10T23:06:43.050Z,34.943,-118.743,5.898,5.37,ml,0,31,,0.175,ci,ci640798,2018-06-04T20:43:45.000Z,"16km NE of Lebec, CA",earthquake,,0.052,,11,reviewed,ci,ci
1988-06-02T13:00:00.670Z,37.2601667,-116.4411667,0.01,5.03,ml,136,237,,0.47,ci,ci136722,2016-04-02T05:47:28.739Z,"48km NE of Beatty, NV",nuclear explosion,99,31.61,0.165,12,reviewed,ci,ci
1988-02-20T08:39:57.260Z,36.7958333,-121.3111667,9.181,5.1,ml,88,26,0.02342,0.07,nc,nc10086194,2018-06-04T20:43:45.000Z,"Central California",earthquake,0.14,0.19,,8,reviewed,nc,nc
1988-02-15T18:10:00.740Z,37.3143333,-116.4715,0.01,5.11,ml,95,238,,0.35,ci,ci743326,2016-04-02T08:57:01.001Z,"52km NNE of Beatty, NV",nuclear explosion,99,31.61,0.258,12,reviewed,ci,ci
1987-11-24T13:15:56.710Z,33.015,-115.852,11.181,6.6,mw,0,51.3,,0.388,ci,ci628016,2018-06-04T20:43:45.000Z,"22km W of Westmorland, CA",earthquake,,0.765,,0,reviewed,ci,ci
1987-11-24T01:54:14.660Z,33.09,-115.792,10.853,6.2,mw,0,35.4,,0.321,ci,ci134894,2018-06-04T20:43:45.000Z,"17km WNW of Westmorland, CA",earthquake,,0.453,,0,reviewed,ci,ci
